948	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Ice-pack-to-educate-students-on-drug-danger.aspx	Western Australian high schools have joined the national fight against methamphetamine with a new resource kit to help school staff educate students about the harm caused by meth. Launching the kit at Applecross Senior High School, Education Minister Peter Collier said it was essential young people were fully informed about drugs, and given the skills to make safe choices. "Crystal methamphetamine, also known as ice, is at the extreme end of the drug scale and not widely used by school-aged students, but we simply can't ignore the damage this drug can cause," Mr Collier said. The Minister was joined at the launch by Australian international cricketer Brad Hogg, a School Drug Education and Road Aware (SDERA) ambassador, along with Mental Health Minister Andrea Mitchell. The online kit includes fact sheets, a directory of support agencies and a new professional learning program, Talking Drugs. The Liberal National Government has invested $250,000 in the kit to give staff, students and parents up-to-date information about methamphetamine and other drugs. "Schools will be able to make decisions about which drugs they address directly with their students, and that should be based on the age of students and the communities they live in," Ms Mitchell said. "As always, the main focus is on ensuring the health and wellbeing of all students and preventing harm." In May, the Government announced a $14.9 million investment in strategies to reduce demand for meth, including frontline drug support nurses and the State Ice Helpline. Education Minister's office - 6552 6300 Mental Health Minister's office - 6552 5400	{"minister": "Collier; Mitchell", "portfolio": "Education; Mental Health"}	2016-06-29
949	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Albany-wastewater-main-replacement-completed.aspx	The Water Corporation has completed a $3.5 million project to replace 2.5 kilometres of wastewater main in Albany. Water Minister Mia Davies said the wastewater main was constructed along Parkes Street and Warrangoo, Collingwood and Brewster roads. "The 2.5km of wastewater main started at the wastewater pump station on Warrangoo Road and was connected to a wastewater main on Lower King Road," Ms Davies said.  "This Liberal National Government project improves the reliability of the main and caters for growth in the area." The Minister thanked locals for their patience during construction.   "I thank the community and road users for their patience and co-operation while the corporation completed this essential work," she said. Minister's office - 6552 5500	{"minister": "Davies", "portfolio": "Water"}	2016-06-16
950	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Next-stage-of-pressure-management-program.aspx	The Liberal National Government will implement the next tranche of its pressure management program in parts of Maddington, Kenwick, Martin, Cannington, East Cannington, Wilson, Bentley, Queens Park, Welshpool and the remaining parts of Beckenham not affected in the previous trial.   "Pressure management reduces excessive high pressure in water pipes and is proven to minimise leaks and breaks and lower water use," Water Minister Mia Davies said. "About 260 million litres of water is being saved each year in Rossmoyne, Shelley, Waterford and parts of Beckenham, where pressure management works are already complete." The new round of suburbs has been assessed and prioritised by the Water Corporation based on existing water pressure, the historical frequency of leaks and breaks in the pipe network and overall water use volumes.  These suburbs receive average pressures in the range of 42 to 66 metres head.  This will be gradually reduced to 35 metres head, which is more than double the required minimum standard.  "Pressure reductions will be implemented gradually in stages starting later this year. This will result in more consistent pressure and greatly minimise leaks and breaks caused from excessively high water pressure," the Minister said. "The corporation has a community liaison team which will work closely with residents and businesses to keep them informed before any pressure reductions take place. "Advice from the irrigation industry has confirmed correctly installed and maintained irrigation systems operate effectively at the pressures that customers will receive." The 10-year pressure management program forms part of the State Government's water loss management strategy and is expected to save more than 10 billion litres of water each year once fully implemented.  For more information about the pressure management program, visit    Minister's office - 6552 5500	{"minister": "Davies", "portfolio": "Water"}	2016-06-16
951	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Pithara-Hall-receives-State-heritage-listing.aspx	A country town hall that once served as a military hospital in World War ll has been State heritage listed. Heritage Minister Albert Jacob said Pithara Hall and Supper Room was highly valued by the small agricultural town in the Shire of Dalwallinu. "This building is a landmark in the town centre of Pithara and is much loved for the memories it evokes of civic and social events that have taken place in the hall," Mr Jacob said. "Social participation is essential in rural towns and the local hall is the focal point for social activities.  It provides a place for the community to feel connected and united. "Pithara Hall and Supper Room is a good representative example of regional halls built during the depression, at a time when many rural towns were struggling financially." Since construction in 1931, the rendered brick, multi-room hall has held public meetings and a multitude of leisure activities including dances, sporting club activities and movies nights, which have enriched the community's experience of rural life.  The hall even served as a military hospital during World War ll when an armoured division and three army camps were based around Pithara because of the threat of Japanese invasion.  The main room became an operating theatre with tents outside acting as wards. The adjoining supper room was built in 1956, replacing the original 1918 timber town hall.  Pithara Hall and Supper Room remain relatively unchanged since their construction.  The hall was closed around 1999 because of water and termite damage, and requires upgrading to meet regulations.  However, the supper room is still being used by local groups. "Pithara continues to serve as a base for the local farming community and the many visitors in spring when wildflowers bloom in the region," the Minister said. "Pithara Hall and Supper Room encapsulates the history of this small community, which was once a thriving town on a main railway line that assisted in the expansion of agriculture." Minister's office - 6552 5800	{"minister": "Jacob", "portfolio": "Heritage"}	2016-06-16
952	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Easier-walk-to-waterfall-experience-in-Karijini.aspx	Visitors to Karijini National Park in the Pilbara now have better access to the popular Fortescue Falls and Fern Pool with the completion of new steel stairs and walkways. Environment Minister Albert Jacob said the improved access was part of the Liberal National Government's investment in high-quality tourism infrastructure in national parks. "We are encouraging more people to experience the natural wonders in our diverse and beautiful national parks, with better facilities and easier access," Mr Jacob said. "These new stairs and walkways provide a safer and user-friendly path to the bottom of the 100 metre deep Dales Gorge.  "This project has delivered a safer walk with stunning views for visitors, with platforms along the walk allowing tourists to stop and take in the beauty of the gorge walls and the falls. "With the July school holidays approaching, I hope more people will take the opportunity to experience the beauty of this part of Karijini National Park." The Minister said the walk trail was made of raw steel for durability and to blend in with the iron-rich gorge walls.  The stairs and walkways were designed and prefabricated by staff from the Department of Parks and Wildlife Perth Hills district and then assembled onsite. The terrain presented its own challenges, with Perth crews and local Pilbara staff carrying in materials and using welders, grinders and other hot works at the gorge.  Dales Gorge camping area has bush toilets, picnic tables and gas barbecues.  It is a large campground with several camping loops, a camp host facility, toilets and gas barbecues. The State Government is also investing $21.05 million in the Parks for People Caravan and Camping initiative to create more camping and caravan sites in national parks and reserves.  Since 2013, the Government has created 337 new camping sites, with at least 450 to be built. Minister's office - 6552 5800 ​	{"minister": "Jacob", "portfolio": "Environment"}	2016-06-17
953	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Perth-Busport-to-open-Sunday-July-17.aspx	Transperth services will begin operating from the new $217 million underground Perth Busport on Sunday, July 17, 2016. Transport Minister Dean Nalder said the Liberal National Government's smart transport project would revolutionise bus travel in the CBD.  "The new busport has been designed to accommodate 50 per cent more bus movements than the old Wellington Street Bus Station," Mr Nalder said.  "This means we can move more people, more efficiently around our modern, growing city. "This project has involved demolishing the old, above-ground Wellington Street Bus Station in 2014 and replacing it with a world-class underground facility. "Sinking the complex railway track system and the bus station has significantly transformed the centre of our capital city.   "The State Government has delivered a long-term plan and vision to reconnect Northbridge and the CBD and set the stage for a blend of open space, plazas and walkways, and existing, new and future developments." Passengers will have the opportunity to familiarise themselves with the new facility at a public open day on Saturday, July 16, before it opens for operations the next day.  The Perth Busport is fully air-conditioned, features 160 seats, 16 bus stands, two bus entrance-exits, toilets and baby change facilities, and two kiosks.  There are three entry points at Yagan Square, Queen and King streets.  Each entry point has lifts, stairs and escalators to move passengers between the ground level and underground lounge levels. Minister's office - 6552 6400	{"minister": "Nalder", "portfolio": "Transport"}	2016-06-16
954	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Aberdeen-Street-complex-no-1-by-name-nature.aspx	A Liberal National Government apartment development has been named Australia's best affordable housing development at this year's National Property Council of Australia Innovation and Excellence Awards. Housing Minister Colin Holt said the award recognised the $73 million One on Aberdeen development in Northbridge as a great demonstration of how government could work with the private sector to achieve outstanding affordability outcomes. "The Housing Authority worked with developer Diploma Properties to deliver a high quality, 13-storey development with 161 residential and seven commercial units on what was previously idle Government land," Mr Holt said. "The project has delivered high levels of affordability through innovative design and a diversity of apartment types, including initiatives to target low and moderate income renters and purchasers." The One on Aberdeen project arose out of the State Government's Affordable Housing Strategy which challenged the Housing Authority to efficiently optimise Government assets to support private sector investment, housing supply and social policy outcomes. Forty per cent of the apartments were specifically made available to people on low-to-moderate incomes who would otherwise face barriers to owning or renting their own home. This included purchasers through Keystart home loans and shared equity home ownership with the Housing Authority, along with affordable and social rentals for people on low incomes.  "Careful consideration in the planning and delivery stages ensured that while affordability was maintained, there was no compromise on quality in construction and finishes," the Minister said. One on Aberdeen is located on a site with close proximity to the Perth CBD and public transport. "The development reinvigorated a tired precinct in the Perth CBD, bringing economic activity and a ripple effect on surrounding land values," Mr Holt said. "Rather than being a passive seller of the land, the Government in this instance chose to be an active equity partner and to reinvest its return in retained units, which was a significant shift in the way Government partners with the private sector." Minister's office - 6552 6100	{"minister": "Holt", "portfolio": "Housing"}	2016-06-17
955	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/New-home-for-Mandurah-SES-volunteers.aspx	Response to emergencies in the Peel region has been enhanced with the opening of a new $1.8 million purpose-built State Emergency Service (SES) base. Officially opening the facility today, Emergency Services Minster Joe Francis said the modern and well-equipped base would better support SES volunteers who gave their time to help the community. "The Liberal National Government is committed to building resilient communities and well-resourced emergency services are an essential part of achieving that," Mr Francis said. "The Mandurah SES Unit plays a vital role in the Peel region, responding to storms and searches and providing critical support during bushfires and other emergencies. "This new facility means volunteers, who spend many hours training for and responding to emergencies, are better equipped than ever to help their community in times of need." The new base features dedicated operations and communication facilities, office space and training areas - all designed to accommodate current and future needs. The Minister said the facility would be a vital centre for volunteer training and emergency response in the City of Mandurah and the wider Peel region. "This is a valuable community asset that will serve the people of this region for many years to come," he said. For more information about the SES and volunteering, visit    Minister's office - 6552 6500	{"minister": "Francis", "portfolio": "Emergency Services"}	2016-06-17
956	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Premier-opens-City-of-Perth-Surf-Life-Saving-Club.aspx	Premier Colin Barnett has officially opened the new City of Perth Surf Life Saving Club in City Beach, made possible with the support of $950,000 each from Lotterywest and the Department of Sport and Recreation (DSR). New facilities include an ocean-facing gym, meeting and training rooms, change rooms, a first aid room, equipment wash-down areas and a member's lounge. Mr Barnett said the significant upgrade would not only improve the operation of the facility, but also represented an investment in the long-term health of the local community. "Members of the City of Perth Surf Life Saving Club play a crucial role in protecting City Beach visitors and it is essential they are supported with adequate facilities," he said.  "The design was developed with extensive community consultation, which identified the need for improved and expanded facilities, with the club's outdated building at capacity. The new club will provide a fantastic hub for local residents and visitors, providing healthy lifestyle activities that can be enjoyed by the community." The facility is part of the revitalised City Beach precinct, with the Town of Cambridge developing the area around the building to include parkland, restaurants, an amphitheatre and a promenade.  A key design feature is the striking green concrete roof that provides a landscaped public plaza above the building. The total cost of the redevelopment was $8.5 million. Through the Community Sporting and Recreation Facilities Fund, the Liberal National Government invested $950,000 in the club with a further $950,000 from Lotterywest. The City of Perth Surf Life Saving Club invested $1.75 million and the Town of Cambridge provided $4.85 million. Sport and Recreation Minister Mia Davies said City Beach had grown to become one of Australia's largest surf life saving clubs, with more than 1,280 members and 6,343 patrol hours each year. "Through DSR, the State Government has contributed more than $3.6 million to seven surf life saving projects since 2008.  We are also supporting surf lifesaving through our award-winning KidSport  , which has provided more than $94,000 to surf clubs State-wide since 2011," Ms Davies said. Premier's office - 6552 5000 Sport and Recreation Minister's office - 6552 5500	{"minister": "Barnett; Davies", "portfolio": "Premier; Sport and Recreation"}	2016-06-17
957	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Honouring-a-century-of-distinguished-service.aspx	Premier Colin Barnett and Veterans Minister Joe Francis have paid tribute to outgoing Returned and Services League of Australia (RSL) State president Graham Edwards, whose tenure in the role ends this month. Opening the RSL's 100th State Conference this morning, Mr Barnett said Mr Edwards had made an outstanding contribution to veterans advocacy and the wider community in general. "During his time in federal and State parliament, and as RSL State president, he has consistently striven to improve the welfare of veterans and their families," he said. Mr Francis also acknowledged Mr Edwards' efforts to ensure the RSL was better positioned to meet the demands of its members.  "He has been the driving force behind plans to redevelop ANZAC House into a purpose-built headquarters that will secure the league's future for years to come," he said. With its motto 'The Price of Liberty is Eternal Vigilance' as relevant as ever, the RSL this year is marking the centenary of its establishment. Formed by a group of returned servicemen from the Great War, the organisation was originally called the Returned Sailors and Soldiers Imperial League of Australia, before becoming the RSL in 1965.  However, the league's charter has not changed; to support serving and ex-service defence force members and their families. Premier's office - 6552 5000 Veterans Minister's office - 6552 6500	{"minister": "Barnett; Francis", "portfolio": "Premier; Veterans"}	2016-06-18
958	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/New-campaign-aims-to-reduce-non-urgent-ED-visits.aspx	A new advertising campaign launched today by the Liberal National Government will urge West Australians to consider alternative health care options to Emergency Departments (EDs).  The campaign aims to reduce the number of people attending hospital EDs with minor illnesses or injuries, by highlighting a number of other health services available for non-emergency issues. Health Minister John Day said the State Government campaign would complement current information available on the HealthyWA website, including a symptom checker tool where a person could enter their symptoms and get trusted advice on what to do next. "In 2015, Western Australian hospitals recorded 1,009,707 ED attendances, an increase of 49 per cent - or about 330,000 attendances - since 2005," Mr Day said.  "We know about 130,000 of these visits could have been addressed by other health care options such as GPs and   or appropriate self-assessment. "EDs are not always the best place to be treated or recuperate from an illness and we need to ensure they remain free for emergencies." The Minister said hospitals and EDs nationally and internationally continued to face challenges in regard to increasing demand for their services. "As our population grows and ages, we expect to see more patients coming to EDs with urgent and complex care needs," he said. "While we do not want to stop people who have an urgent or life-threatening condition going to an ED, we do want to reduce the number of people visiting with non-urgent issues. "This will ensure we can continue to treat those people in emergency in a timely manner with the appropriate level of care." The health care options campaign will include TV, print, digital and social media and will run for an initial period during the winter months. Minister's office - 6552 6200	{"minister": "Day", "portfolio": "Health"}	2016-06-19
959	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/New-scheme-to-help-create-Waterwise-verges.aspx	Creating attractive, sustainable Waterwise verges is becoming easier with the Water Corporation launching a new incentive scheme and best practice guidelines. Water Minister Mia Davies said the Liberal National Government supported the Waterwise Verge Incentive scheme and Waterwise Verge Best Practice Guidelines, which would help Waterwise councils to promote low water use verge gardens in communities.  "Through the scheme, Waterwise councils will be eligible to receive up to $10,000 a year to support their own Waterwise verge incentive schemes," Ms Davies said. "A well designed Waterwise verge contributes to the visual aesthetic of streets, increases the thermal performance of houses and provides ecological benefits, such as providing habitat for local wildlife and promoting biodiversity. "The new guidelines and incentive scheme will balance this with the wise use of water.  This is an important step in ensuring our communities continue to adapt to the drying climate." The Waterwise Verge Best Practice Guidelines were developed in consultation with local government and the landscape industry, incorporating learnings from previous verge policies and best practice landscape design principles. "These guidelines are available from the corporation's website and can be used by local governments across the State," the Minister said.  "They provide a benchmark for local governments to create sustainable, Waterwise verge policies for ratepayers." The incentive scheme is available to endorsed Waterwise councils with a verge policy consistent with the Waterwise Verge Best Practice Guidelines.  Minister's office - 6552 5500	{"minister": "Davies", "portfolio": "Water"}	2016-06-19
960	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Tough-new-laws-to-pull-the-brakes-on-hoons.aspx	The Liberal National Government has again achieved another major election commitment, delivering tough new laws making it easier to permanently confiscate vehicles of hoon drivers. Deputy Premier and Police Minister Liza Harvey said the new legislation, being introduced to State Parliament this week, responded to community frustration and fears of dangerous hoon drivers in their streets. Mrs Harvey said under the new laws, courts could order permanent vehicle confiscation on a first offence if a motorist did any of the following: "These new laws build on our successful existing hoon legislation and initiatives such as covert hoon cameras, which will help enforce the new laws," she said. "The new laws mean if you put our schoolchildren and residents in danger with your childish and reckless driving, you could lose your car for good." The Minister said the new laws would remove the red tape which tied up the permanent confiscation process and the resale or scrapping of uncollected hoon vehicles, saving taxpayers money. "After the 28-day impoundment, the owner has three weeks to collect the vehicle or it's gone and the surplus money will be deposited into the Road Trauma Trust Account," she said. "Forty-nine days is plenty of time for an owner to organise collection of their vehicle." Mrs Harvey said the new laws would also give police the power to seize unlicensed motorcycles such as trail bikes if they reasonably suspected they had been illegally ridden on the road. "This will help address increasing complaints about the danger, noise and disruption caused by unlicensed, and mostly unroadworthy, trail bikes being illegally ridden on our roads," she said. Deputy Premier and Police Minister's office - 6552 5900	{"minister": "Harvey", "portfolio": "Deputy Premier; Police"}	2016-06-19
